event_id,sku_id,branch_id,detection_source,detection_date,resolution_date,expected_qty,actual_qty,variance_qty,variance_cost,stage_history,assigned_to,current_status
149a6781-3f06-4da4-9105-c804030213b0,HVAC-CU-ACR-02143,BR-104,stocking,2025-11-30T08:04:13.910362,2025-12-01T21:57:49.082918,78,77,-1,-204.83,"[{""stage"": ""detected"", ""started_at"": ""2025-11-30T08:04:13.910362"", ""completed_at"": ""2025-11-30T08:04:13.910362""}, {""stage"": ""investigating"", ""started_at"": ""2025-11-30T08:04:13.910362"", ""completed_at"": ""2025-12-01T01:07:20.738012""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-01T01:07:20.738012"", ""completed_at"": ""2025-12-01T12:29:25.289779""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-01T12:29:25.289779"", ""completed_at"": ""2025-12-01T20:04:08.324290""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-01T20:04:08.324290"", ""completed_at"": ""2025-12-01T21:57:49.082918""}]",C. Martinez,resolved
537371d9-d74a-4c4f-a570-dc591b0b7b57,HVAC-REF-R134A-00154,BR-104,stocking,2025-11-30T10:36:50.327859,2025-12-02T06:24:43.734664,57,61,4,1506.6,"[{""stage"": ""detected"", ""started_at"": ""2025-11-30T10:36:50.327859"", ""completed_at"": ""2025-11-30T10:36:50.327859""}, {""stage"": ""investigating"", ""started_at"": ""2025-11-30T10:36:50.327859"", ""completed_at"": ""2025-12-01T06:19:23.360921""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-01T06:19:23.360921"", ""completed_at"": ""2025-12-01T19:27:45.382963""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-01T19:27:45.382963"", ""completed_at"": ""2025-12-02T04:13:20.064324""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-02T04:13:20.064324"", ""completed_at"": ""2025-12-02T06:24:43.734664""}]",J. Nguyen,resolved
4a249a8e-f16b-4e0f-8397-93eb5e26dc74,HVAC-MOT-CONDEN-00118,BR-101,picking,2025-11-30T13:20:32.215069,2025-12-01T15:02:45.133610,176,172,-4,-597.48,"[{""stage"": ""detected"", ""started_at"": ""2025-11-30T13:20:32.215069"", ""completed_at"": ""2025-11-30T13:20:32.215069""}, {""stage"": ""investigating"", ""started_at"": ""2025-11-30T13:20:32.215069"", ""completed_at"": ""2025-12-01T00:54:32.028413""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-01T00:54:32.028413"", ""completed_at"": ""2025-12-01T08:37:11.903975""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-01T08:37:11.903975"", ""completed_at"": ""2025-12-01T13:45:38.487683""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-01T13:45:38.487683"", ""completed_at"": ""2025-12-01T15:02:45.133610""}]",S. Patel,resolved
815e912c-5b82-4c31-80c3-272d7c98d57d,HVAC-REF-R410A-00058,BR-104,cycle_count,2025-11-30T14:49:27.879650,2025-12-01T13:46:46.359101,48,49,1,221.31,"[{""stage"": ""detected"", ""started_at"": ""2025-11-30T14:49:27.879650"", ""completed_at"": ""2025-11-30T14:49:27.879650""}, {""stage"": ""investigating"", ""started_at"": ""2025-11-30T14:49:27.879650"", ""completed_at"": ""2025-12-01T01:09:15.195403""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-01T01:09:15.195403"", ""completed_at"": ""2025-12-01T08:02:26.739238""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-01T08:02:26.739238"", ""completed_at"": ""2025-12-01T12:37:54.435128""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-01T12:37:54.435128"", ""completed_at"": ""2025-12-01T13:46:46.359101""}]",K. O'Brien,resolved
b745884a-baab-48b9-bff9-7aaf2730449b,HVAC-MOT-DIRECT-01617,BR-104,stocking,2025-11-30T15:42:05.603497,2025-12-01T21:19:51.578593,63,61,-2,-600.32,"[{""stage"": ""detected"", ""started_at"": ""2025-11-30T15:42:05.603497"", ""completed_at"": ""2025-11-30T15:42:05.603497""}, {""stage"": ""investigating"", ""started_at"": ""2025-11-30T15:42:05.603497"", ""completed_at"": ""2025-12-01T05:02:05.292290""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-01T05:02:05.292290"", ""completed_at"": ""2025-12-01T13:55:25.084819""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-01T13:55:25.084819"", ""completed_at"": ""2025-12-01T19:50:58.279838""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-01T19:50:58.279838"", ""completed_at"": ""2025-12-01T21:19:51.578593""}]",L. Chen,resolved
bca6a5fc-570c-4c7e-9f20-18e9bf1ca2e9,HVAC-REF-R454B-00274,DC-01,cycle_count,2025-11-30T22:18:37.867176,2025-12-01T20:29:42.127245,91,86,-5,-1396.5,"[{""stage"": ""detected"", ""started_at"": ""2025-11-30T22:18:37.867176"", ""completed_at"": ""2025-11-30T22:18:37.867176""}, {""stage"": ""investigating"", ""started_at"": ""2025-11-30T22:18:37.867176"", ""completed_at"": ""2025-12-01T08:17:36.784207""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-01T08:17:36.784207"", ""completed_at"": ""2025-12-01T14:56:56.062228""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-01T14:56:56.062228"", ""completed_at"": ""2025-12-01T19:23:08.914242""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-01T19:23:08.914242"", ""completed_at"": ""2025-12-01T20:29:42.127245""}]",D. Rivera,resolved
d94b5c6e-9927-4462-a779-83c1a93bb059,HVAC-COMP-VARIAB-00936,BR-104,stocking,2025-12-01T00:57:46.693946,2025-12-03T01:51:03.243663,84,83,-1,-1545.29,"[{""stage"": ""detected"", ""started_at"": ""2025-12-01T00:57:46.693946"", ""completed_at"": ""2025-12-01T00:57:46.693946""}, {""stage"": ""investigating"", ""started_at"": ""2025-12-01T00:57:46.693946"", ""completed_at"": ""2025-12-01T22:57:45.141319""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-01T22:57:45.141319"", ""completed_at"": ""2025-12-02T13:37:44.106234""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-02T13:37:44.106234"", ""completed_at"": ""2025-12-02T23:24:23.416177""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-02T23:24:23.416177"", ""completed_at"": ""2025-12-03T01:51:03.243663""}]",S. Patel,resolved
66e8c60a-e548-4465-979c-e8abe9db92d3,HVAC-CTL-DEFROS-02195,BR-101,picking,2025-12-01T01:39:38.826399,2025-12-04T21:17:19.386778,56,55,-1,-127.25,"[{""stage"": ""detected"", ""started_at"": ""2025-12-01T01:39:38.826399"", ""completed_at"": ""2025-12-01T01:39:38.826399""}, {""stage"": ""investigating"", ""started_at"": ""2025-12-01T01:39:38.826399"", ""completed_at"": ""2025-12-02T18:53:36.078569""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-02T18:53:36.078569"", ""completed_at"": ""2025-12-03T22:22:54.246683""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-03T22:22:54.246683"", ""completed_at"": ""2025-12-04T16:42:26.358759""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-04T16:42:26.358759"", ""completed_at"": ""2025-12-04T21:17:19.386778""}]",K. O'Brien,resolved
64171dcc-4218-49fb-acc8-36bf83803c49,HVAC-CTL-CONTAC-00323,BR-104,picking,2025-12-01T16:35:43.904869,2025-12-13T21:06:02.437845,165,164,-1,-71.7,"[{""stage"": ""detected"", ""started_at"": ""2025-12-01T16:35:43.904869"", ""completed_at"": ""2025-12-01T16:35:43.904869""}, {""stage"": ""investigating"", ""started_at"": ""2025-12-01T16:35:43.904869"", ""completed_at"": ""2025-12-07T04:13:22.244708""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-07T04:13:22.244708"", ""completed_at"": ""2025-12-10T19:58:27.804601""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-10T19:58:27.804601"", ""completed_at"": ""2025-12-13T06:28:31.511196""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-13T06:28:31.511196"", ""completed_at"": ""2025-12-13T21:06:02.437845""}]",K. O'Brien,resolved
4bb9c529-5fac-48e0-9014-5e8d0188f628,HVAC-MOT-PSC-00272,BR-101,cycle_count,2025-12-01T20:20:57.746681,2025-12-03T23:19:51.953525,14,13,-1,-192.18,"[{""stage"": ""detected"", ""started_at"": ""2025-12-01T20:20:57.746681"", ""completed_at"": ""2025-12-01T20:20:57.746681""}, {""stage"": ""investigating"", ""started_at"": ""2025-12-01T20:20:57.746681"", ""completed_at"": ""2025-12-02T19:17:28.139761""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-02T19:17:28.139761"", ""completed_at"": ""2025-12-03T10:35:08.401814""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-03T10:35:08.401814"", ""completed_at"": ""2025-12-03T20:46:55.243183""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-03T20:46:55.243183"", ""completed_at"": ""2025-12-03T23:19:51.953525""}]",D. Rivera,resolved
b243ed21-fa24-42eb-8c7a-dd41336c4271,HVAC-REF-R448A-01007,DC-01,cycle_count,2025-12-01T21:48:18.304079,2025-12-03T07:03:39.175988,50,52,2,600.92,"[{""stage"": ""detected"", ""started_at"": ""2025-12-01T21:48:18.304079"", ""completed_at"": ""2025-12-01T21:48:18.304079""}, {""stage"": ""investigating"", ""started_at"": ""2025-12-01T21:48:18.304079"", ""completed_at"": ""2025-12-02T12:46:12.696438""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-02T12:46:12.696438"", ""completed_at"": ""2025-12-02T22:44:48.958011""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-02T22:44:48.958011"", ""completed_at"": ""2025-12-03T05:23:53.132393""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-03T05:23:53.132393"", ""completed_at"": ""2025-12-03T07:03:39.175988""}]",R. Johnson,resolved
21a5bd77-fc89-456e-be16-f6ca30aa804b,HVAC-REF-R32-02448,BR-102,picking,2025-12-01T23:34:28.609794,2025-12-04T08:00:14.087381,27,28,1,367.27,"[{""stage"": ""detected"", ""started_at"": ""2025-12-01T23:34:28.609794"", ""completed_at"": ""2025-12-01T23:34:28.609794""}, {""stage"": ""investigating"", ""started_at"": ""2025-12-01T23:34:28.609794"", ""completed_at"": ""2025-12-03T00:58:04.074708""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-03T00:58:04.074708"", ""completed_at"": ""2025-12-03T17:53:47.717984""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-03T17:53:47.717984"", ""completed_at"": ""2025-12-04T05:10:56.813502""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-04T05:10:56.813502"", ""completed_at"": ""2025-12-04T08:00:14.087381""}]",J. Nguyen,resolved
cde8794e-202a-47c3-8da7-91cb568c50fd,HVAC-REF-R407C-00275,BR-103,cycle_count,2025-12-02T00:11:12.630009,2025-12-02T05:08:39.132686,48,47,-1,-209.23,"[{""stage"": ""detected"", ""started_at"": ""2025-12-02T00:11:12.630009"", ""completed_at"": ""2025-12-02T00:11:12.630009""}, {""stage"": ""investigating"", ""started_at"": ""2025-12-02T00:11:12.630009"", ""completed_at"": ""2025-12-02T02:25:03.556214""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-02T02:25:03.556214"", ""completed_at"": ""2025-12-02T03:54:17.507017""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-02T03:54:17.507017"", ""completed_at"": ""2025-12-02T04:53:46.807552""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-02T04:53:46.807552"", ""completed_at"": ""2025-12-02T05:08:39.132686""}]",C. Martinez,resolved
df59f963-e61a-4436-a5a7-51b222a92d5b,HVAC-CTL-CAPACI-01671,BR-104,cycle_count,2025-12-02T00:43:19.494781,2025-12-02T05:38:28.661117,195,194,-1,-41.92,"[{""stage"": ""detected"", ""started_at"": ""2025-12-02T00:43:19.494781"", ""completed_at"": ""2025-12-02T00:43:19.494781""}, {""stage"": ""investigating"", ""started_at"": ""2025-12-02T00:43:19.494781"", ""completed_at"": ""2025-12-02T02:56:08.619632""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-02T02:56:08.619632"", ""completed_at"": ""2025-12-02T04:24:41.369533""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-02T04:24:41.369533"", ""completed_at"": ""2025-12-02T05:23:43.202800""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-02T05:23:43.202800"", ""completed_at"": ""2025-12-02T05:38:28.661117""}]",M. Hernandez,resolved
58cb7945-675e-4380-94b0-25e8610e8ca5,HVAC-CTL-CONTAC-00512,BR-104,cycle_count,2025-12-02T03:16:43.287983,2025-12-04T14:15:43.856106,35,34,-1,-75.67,"[{""stage"": ""detected"", ""started_at"": ""2025-12-02T03:16:43.287983"", ""completed_at"": ""2025-12-02T03:16:43.287983""}, {""stage"": ""investigating"", ""started_at"": ""2025-12-02T03:16:43.287983"", ""completed_at"": ""2025-12-03T05:49:16.543638""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-03T05:49:16.543638"", ""completed_at"": ""2025-12-03T23:30:58.714075""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-03T23:30:58.714075"", ""completed_at"": ""2025-12-04T11:18:46.827700""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-04T11:18:46.827700"", ""completed_at"": ""2025-12-04T14:15:43.856106""}]",D. Rivera,resolved
e9e5960b-03fb-402f-bf0b-f1b3f296bac9,HVAC-MSC-LINE-02364,BR-101,branch_escape,2025-12-02T03:30:26.896803,2025-12-05T21:16:00.838108,194,196,2,35.08,"[{""stage"": ""detected"", ""started_at"": ""2025-12-02T03:30:26.896803"", ""completed_at"": ""2025-12-02T03:30:26.896803""}, {""stage"": ""investigating"", ""started_at"": ""2025-12-02T03:30:26.896803"", ""completed_at"": ""2025-12-03T19:53:57.170390""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-03T19:53:57.170390"", ""completed_at"": ""2025-12-04T22:49:37.352782""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-04T22:49:37.352782"", ""completed_at"": ""2025-12-05T16:46:44.141043""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-05T16:46:44.141043"", ""completed_at"": ""2025-12-05T21:16:00.838108""}]",M. Hernandez,resolved
77a1e38d-eafe-44f5-9557-0d0df18a58a9,HVAC-MOT-ECM-00055,DC-01,cycle_count,2025-12-02T09:47:50.414772,2025-12-07T15:36:03.497867,191,190,-1,-275.03,"[{""stage"": ""detected"", ""started_at"": ""2025-12-02T09:47:50.414772"", ""completed_at"": ""2025-12-02T09:47:50.414772""}, {""stage"": ""investigating"", ""started_at"": ""2025-12-02T09:47:50.414772"", ""completed_at"": ""2025-12-04T18:24:32.302165""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-04T18:24:32.302165"", ""completed_at"": ""2025-12-06T08:09:00.227093""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-06T08:09:00.227093"", ""completed_at"": ""2025-12-07T09:18:38.843712""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-07T09:18:38.843712"", ""completed_at"": ""2025-12-07T15:36:03.497867""}]",D. Rivera,resolved
59510589-d4ae-4bf6-bf2c-ae0584fc8aeb,HVAC-MSC-NITROG-00630,BR-104,cycle_count,2025-12-02T09:59:37.143645,2025-12-03T10:13:25.886984,152,151,-1,-139.44,"[{""stage"": ""detected"", ""started_at"": ""2025-12-02T09:59:37.143645"", ""completed_at"": ""2025-12-02T09:59:37.143645""}, {""stage"": ""investigating"", ""started_at"": ""2025-12-02T09:59:37.143645"", ""completed_at"": ""2025-12-02T20:53:50.078147""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-02T20:53:50.078147"", ""completed_at"": ""2025-12-03T04:09:58.701149""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-03T04:09:58.701149"", ""completed_at"": ""2025-12-03T09:00:44.449817""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-03T09:00:44.449817"", ""completed_at"": ""2025-12-03T10:13:25.886984""}]",S. Patel,resolved
cb1b2c29-ce81-4250-9a09-2cf738ba0f2c,HVAC-CU-LINE-01887,BR-103,picking,2025-12-02T10:28:23.276256,2025-12-03T12:47:23.525842,38,40,2,194.48,"[{""stage"": ""detected"", ""started_at"": ""2025-12-02T10:28:23.276256"", ""completed_at"": ""2025-12-02T10:28:23.276256""}, {""stage"": ""investigating"", ""started_at"": ""2025-12-02T10:28:23.276256"", ""completed_at"": ""2025-12-02T22:18:56.388570""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-02T22:18:56.388570"", ""completed_at"": ""2025-12-03T06:12:38.463446""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-03T06:12:38.463446"", ""completed_at"": ""2025-12-03T11:28:26.513363""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-03T11:28:26.513363"", ""completed_at"": ""2025-12-03T12:47:23.525842""}]",D. Rivera,resolved
41d0a8b9-d287-4c1e-bc15-b9892985e96b,HVAC-CTL-CAPACI-01515,DC-01,stocking,2025-12-02T13:06:40.900166,2025-12-07T22:01:27.755678,23,22,-1,-29.44,"[{""stage"": ""detected"", ""started_at"": ""2025-12-02T13:06:40.900166"", ""completed_at"": ""2025-12-02T13:06:40.900166""}, {""stage"": ""investigating"", ""started_at"": ""2025-12-02T13:06:40.900166"", ""completed_at"": ""2025-12-04T23:07:19.985146""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-04T23:07:19.985146"", ""completed_at"": ""2025-12-06T13:47:46.041800""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-06T13:47:46.041800"", ""completed_at"": ""2025-12-07T15:34:43.412902""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-07T15:34:43.412902"", ""completed_at"": ""2025-12-07T22:01:27.755678""}]",D. Rivera,resolved
c0cdc787-440d-433a-aab9-e1df21bc2697,HVAC-CU-LINE-01201,DC-01,cycle_count,2025-12-02T15:22:44.573037,2025-12-04T22:35:53.132777,162,165,3,221.94,"[{""stage"": ""detected"", ""started_at"": ""2025-12-02T15:22:44.573037"", ""completed_at"": ""2025-12-02T15:22:44.573037""}, {""stage"": ""investigating"", ""started_at"": ""2025-12-02T15:22:44.573037"", ""completed_at"": ""2025-12-03T16:13:39.424920""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-03T16:13:39.424920"", ""completed_at"": ""2025-12-04T08:47:35.992842""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-04T08:47:35.992842"", ""completed_at"": ""2025-12-04T19:50:13.704790""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-04T19:50:13.704790"", ""completed_at"": ""2025-12-04T22:35:53.132777""}]",S. Patel,resolved
541a1617-3edb-44c0-ac4e-6c748511072c,HVAC-MOT-CONDEN-02279,BR-101,cycle_count,2025-12-02T16:17:41.179112,2025-12-04T00:48:19.254994,56,53,-3,-853.29,"[{""stage"": ""detected"", ""started_at"": ""2025-12-02T16:17:41.179112"", ""completed_at"": ""2025-12-02T16:17:41.179112""}, {""stage"": ""investigating"", ""started_at"": ""2025-12-02T16:17:41.179112"", ""completed_at"": ""2025-12-03T06:55:28.313259""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-03T06:55:28.313259"", ""completed_at"": ""2025-12-03T16:40:39.736024""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-03T16:40:39.736024"", ""completed_at"": ""2025-12-03T23:10:47.351200""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-03T23:10:47.351200"", ""completed_at"": ""2025-12-04T00:48:19.254994""}]",C. Martinez,resolved
f35096e3-d23d-45a8-b0f4-9b0b6c36d97f,HVAC-MOT-PSC-01760,BR-102,picking,2025-12-02T21:52:14.459996,2025-12-05T08:33:27.700570,52,51,-1,-182.44,"[{""stage"": ""detected"", ""started_at"": ""2025-12-02T21:52:14.459996"", ""completed_at"": ""2025-12-02T21:52:14.459996""}, {""stage"": ""investigating"", ""started_at"": ""2025-12-02T21:52:14.459996"", ""completed_at"": ""2025-12-04T00:16:47.418254""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-04T00:16:47.418254"", ""completed_at"": ""2025-12-04T17:53:09.390426""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-04T17:53:09.390426"", ""completed_at"": ""2025-12-05T05:37:24.038541""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-05T05:37:24.038541"", ""completed_at"": ""2025-12-05T08:33:27.700570""}]",M. Hernandez,resolved
f43ee73a-bf82-40a4-a9ba-cea712b7b239,HVAC-REF-R22-00812,BR-101,cycle_count,2025-12-02T23:05:53.611008,2025-12-03T06:24:19.004148,164,165,1,310.91,"[{""stage"": ""detected"", ""started_at"": ""2025-12-02T23:05:53.611008"", ""completed_at"": ""2025-12-02T23:05:53.611008""}, {""stage"": ""investigating"", ""started_at"": ""2025-12-02T23:05:53.611008"", ""completed_at"": ""2025-12-03T02:23:11.037921""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-03T02:23:11.037921"", ""completed_at"": ""2025-12-03T04:34:42.655863""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-03T04:34:42.655863"", ""completed_at"": ""2025-12-03T06:02:23.734491""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-03T06:02:23.734491"", ""completed_at"": ""2025-12-03T06:24:19.004148""}]",K. O'Brien,resolved
d760857e-37b7-4245-96ee-e596cf154d9c,HVAC-MOT-BLOWER-01249,DC-01,stocking,2025-12-02T23:10:27.364333,2025-12-03T16:42:54.580195,88,89,1,216.43,"[{""stage"": ""detected"", ""started_at"": ""2025-12-02T23:10:27.364333"", ""completed_at"": ""2025-12-02T23:10:27.364333""}, {""stage"": ""investigating"", ""started_at"": ""2025-12-02T23:10:27.364333"", ""completed_at"": ""2025-12-03T07:04:03.611471""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-03T07:04:03.611471"", ""completed_at"": ""2025-12-03T12:19:47.776230""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-03T12:19:47.776230"", ""completed_at"": ""2025-12-03T15:50:17.219402""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-03T15:50:17.219402"", ""completed_at"": ""2025-12-03T16:42:54.580195""}]",K. O'Brien,resolved
1d32c12c-6295-4815-b6b6-84ccb1dde375,HVAC-MOT-CONDEN-01232,BR-103,picking,2025-12-03T02:08:00.238181,2025-12-04T06:39:07.871844,142,143,1,264.61,"[{""stage"": ""detected"", ""started_at"": ""2025-12-03T02:08:00.238181"", ""completed_at"": ""2025-12-03T02:08:00.238181""}, {""stage"": ""investigating"", ""started_at"": ""2025-12-03T02:08:00.238181"", ""completed_at"": ""2025-12-03T14:58:00.673329""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-03T14:58:00.673329"", ""completed_at"": ""2025-12-03T23:31:20.963428""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-03T23:31:20.963428"", ""completed_at"": ""2025-12-04T05:13:34.490161""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-04T05:13:34.490161"", ""completed_at"": ""2025-12-04T06:39:07.871844""}]",C. Martinez,resolved
18a9b116-fae7-41a5-bb4c-04d7f0b2e56c,HVAC-REF-R22-01062,DC-01,branch_escape,2025-12-03T02:12:44.344630,2025-12-07T10:11:35.155025,146,147,1,397.51,"[{""stage"": ""detected"", ""started_at"": ""2025-12-03T02:12:44.344630"", ""completed_at"": ""2025-12-03T02:12:44.344630""}, {""stage"": ""investigating"", ""started_at"": ""2025-12-03T02:12:44.344630"", ""completed_at"": ""2025-12-05T01:00:13.209308""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-05T01:00:13.209308"", ""completed_at"": ""2025-12-06T08:11:52.452426""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-06T08:11:52.452426"", ""completed_at"": ""2025-12-07T04:59:38.614505""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-07T04:59:38.614505"", ""completed_at"": ""2025-12-07T10:11:35.155025""}]",T. Wilson,resolved
2fc79555-0bf1-47d9-ac76-4594918cbba7,HVAC-CU-ACR-01410,BR-104,picking,2025-12-03T09:05:24.991322,2025-12-04T21:45:20.238493,157,156,-1,-88.55,"[{""stage"": ""detected"", ""started_at"": ""2025-12-03T09:05:24.991322"", ""completed_at"": ""2025-12-03T09:05:24.991322""}, {""stage"": ""investigating"", ""started_at"": ""2025-12-03T09:05:24.991322"", ""completed_at"": ""2025-12-04T01:35:22.852549""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-04T01:35:22.852549"", ""completed_at"": ""2025-12-04T12:35:21.426700""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-04T12:35:21.426700"", ""completed_at"": ""2025-12-04T19:55:20.476134""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-04T19:55:20.476134"", ""completed_at"": ""2025-12-04T21:45:20.238493""}]",L. Chen,resolved
ddc8de26-1ec8-432c-8a95-b1e8e6d8e7af,HVAC-MOT-INDUCE-01610,DC-01,cycle_count,2025-12-03T12:25:31.967392,2025-12-03T14:49:31.967392,9,10,1,137.45,"[{""stage"": ""detected"", ""started_at"": ""2025-12-03T12:25:31.967392"", ""completed_at"": ""2025-12-03T12:25:31.967392""}, {""stage"": ""investigating"", ""started_at"": ""2025-12-03T12:25:31.967392"", ""completed_at"": ""2025-12-03T13:30:19.967392""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-03T13:30:19.967392"", ""completed_at"": ""2025-12-03T14:13:31.967392""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-03T14:13:31.967392"", ""completed_at"": ""2025-12-03T14:42:19.967392""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-03T14:42:19.967392"", ""completed_at"": ""2025-12-03T14:49:31.967392""}]",L. Chen,resolved
2eff0d24-85aa-4c3f-942e-d2e4b5df57a2,HVAC-MSC-LINE-00170,BR-102,cycle_count,2025-12-03T16:51:42.610032,2025-12-05T05:23:02.756943,44,42,-2,-80.9,"[{""stage"": ""detected"", ""started_at"": ""2025-12-03T16:51:42.610032"", ""completed_at"": ""2025-12-03T16:51:42.610032""}, {""stage"": ""investigating"", ""started_at"": ""2025-12-03T16:51:42.610032"", ""completed_at"": ""2025-12-04T09:17:48.676142""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-04T09:17:48.676142"", ""completed_at"": ""2025-12-04T20:15:12.720215""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-04T20:15:12.720215"", ""completed_at"": ""2025-12-05T03:33:28.749597""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-05T03:33:28.749597"", ""completed_at"": ""2025-12-05T05:23:02.756943""}]",C. Martinez,resolved
90ee2070-9e70-41a8-a9e2-52bb40d150dd,HVAC-MSC-SIGHT-02072,DC-01,branch_escape,2025-12-03T17:26:33.543975,2025-12-04T19:04:27.197013,43,34,-9,-615.33,"[{""stage"": ""detected"", ""started_at"": ""2025-12-03T17:26:33.543975"", ""completed_at"": ""2025-12-03T17:26:33.543975""}, {""stage"": ""investigating"", ""started_at"": ""2025-12-03T17:26:33.543975"", ""completed_at"": ""2025-12-04T04:58:36.687842""}, {""stage"": ""physical_count"", ""started_at"": ""2025-12-04T04:58:36.687842"", ""completed_at"": ""2025-12-04T12:39:58.783753""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-04T12:39:58.783753"", ""completed_at"": ""2025-12-04T17:47:33.514361""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-04T17:47:33.514361"", ""completed_at"": ""2025-12-04T19:04:27.197013""}]",L. Chen,resolved
